"Step","bert_attention_stopword_removed - train/accuracy","bert_attention_stopword_removed - train/accuracy__MIN","bert_attention_stopword_removed - train/accuracy__MAX","bert_attention_hashtag - train/accuracy","bert_attention_hashtag - train/accuracy__MIN","bert_attention_hashtag - train/accuracy__MAX","bert_attention_cleaned_spelling_corrected - train/accuracy","bert_attention_cleaned_spelling_corrected - train/accuracy__MIN","bert_attention_cleaned_spelling_corrected - train/accuracy__MAX","bert_attention_cleaned_lemmatized - train/accuracy","bert_attention_cleaned_lemmatized - train/accuracy__MIN","bert_attention_cleaned_lemmatized - train/accuracy__MAX","bert_attention_cleaned - train/accuracy","bert_attention_cleaned - train/accuracy__MIN","bert_attention_cleaned - train/accuracy__MAX","bert_attention - train/accuracy","bert_attention - train/accuracy__MIN","bert_attention - train/accuracy__MAX"
"1465","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1466","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.5","0.5","0.5"
"1467","1","1","1","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"1468","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"1469","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"1470","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"1471","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"1472","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1473","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1"
"1474","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"1475","0.625","0.625","0.625","1","1","1","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1476","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1477","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"1478","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1479","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1480","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","1","1","1"
"1481","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"1482","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1483","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1484","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","1","1","1"
"1485","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875","1","1","1"
"1486","0.75","0.75","0.75","0.71875","0.71875","0.71875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1"
"1487","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.96875","0.96875","0.96875","1","1","1"
"1488","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.75","0.75","0.75"
"1489","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1"
"1490","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375"
"1491","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.71875","0.71875","0.71875","0.9375","0.9375","0.9375","1","1","1"
"1492","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"1493","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1494","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"1495","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.875","0.875","0.875"
"1496","1","1","1","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"1497","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1498","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"1499","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","1","1","1"
"1500","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875"
"1501","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1502","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.75","0.75","0.75"
"1503","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875"
"1504","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.71875","0.71875","0.71875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.75","0.75","0.75"
"1505","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"1506","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"1507","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1508","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1509","0.625","0.625","0.625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1510","1","1","1","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1511","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"1512","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.75","0.75","0.75"
"1513","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.75","0.75","0.75","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1514","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1515","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.75","0.75","0.75"
"1516","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1517","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1518","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.75","0.75","0.75","0.875","0.875","0.875","0.90625","0.90625","0.90625","1","1","1"
"1519","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.96875","0.96875","0.96875","1","1","1"
"1520","1","1","1","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.65625","0.65625","0.65625","0.875","0.875","0.875","0.875","0.875","0.875"
"1521","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"1522","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1523","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.6875","0.6875","0.6875"
"1524","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"1525","0.75","0.75","0.75","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1526","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"1527","0.75","0.75","0.75","1","1","1","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"1528","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","1","1","1"
"1529","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.71875","0.71875","0.71875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1530","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1531","1","1","1","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1532","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"1533","0.625","0.625","0.625","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"1534","1","1","1","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"1535","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"1536","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.75","0.75","0.75","1","1","1"
"1537","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","1","1","1"
"1538","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1539","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1540","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","1","1","1"
"1541","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"1542","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"1543","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"1544","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"1545","1","1","1","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1546","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.75","0.75","0.75"
"1547","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1548","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"1549","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1550","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125"
"1551","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"1552","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875"
"1553","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"1554","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","1","1","1"
"1555","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1556","0.625","0.625","0.625","1","1","1","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1557","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"1558","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1559","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","1","1","1"
"1560","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"1561","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1562","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","1","1","1"
"1563","0.75","0.75","0.75","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"1564","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"1565","1","1","1","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.6875","0.6875","0.6875"
"1566","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1567","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","1","1","1"
"1568","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1569","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875"
"1570","0.75","0.75","0.75","1","1","1","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1571","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1572","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","1","1","1","0.84375","0.84375","0.84375","1","1","1"
"1573","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1574","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","1","1","1"
"1575","1","1","1","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"1576","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.875","0.875","0.875","0.9375","0.9375","0.9375","1","1","1"
"1577","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.71875","0.71875","0.71875","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"1578","1","1","1","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1579","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1580","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1581","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.71875","0.71875","0.71875","0.9375","0.9375","0.9375"
"1582","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","1","1","1"
"1583","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"1584","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.8125","0.8125","0.8125"
"1585","1","1","1","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1586","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"1587","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"1588","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"1589","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","1","1","1"
"1590","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","","",""
"1591","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1592","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","1","1","1"
"1593","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"1594","1","1","1","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"1595","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"1596","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"1597","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1598","","","","","","","","","","","","","","","","1","1","1"
"1599","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875"
"1600","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1601","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"1602","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1603","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"1604","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.6875","0.6875","0.6875"
"1605","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"1606","0.625","0.625","0.625","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1607","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1608","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1609","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1610","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"1611","0.6875","0.6875","0.6875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"1612","0.625","0.625","0.625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.75","0.75","0.75"
"1613","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","1","1","1"
"1614","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1615","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1616","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1617","0.75","0.75","0.75","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1618","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","1","1","1","0.71875","0.71875","0.71875","0.875","0.875","0.875","0.875","0.875","0.875"
"1619","0.625","0.625","0.625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"1620","0.875","0.875","0.875","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
