"Step","bert_attention_stopword_removed - train/accuracy","bert_attention_stopword_removed - train/accuracy__MIN","bert_attention_stopword_removed - train/accuracy__MAX","bert_attention_hashtag - train/accuracy","bert_attention_hashtag - train/accuracy__MIN","bert_attention_hashtag - train/accuracy__MAX","bert_attention_cleaned_spelling_corrected - train/accuracy","bert_attention_cleaned_spelling_corrected - train/accuracy__MIN","bert_attention_cleaned_spelling_corrected - train/accuracy__MAX","bert_attention_cleaned_lemmatized - train/accuracy","bert_attention_cleaned_lemmatized - train/accuracy__MIN","bert_attention_cleaned_lemmatized - train/accuracy__MAX","bert_attention_cleaned - train/accuracy","bert_attention_cleaned - train/accuracy__MIN","bert_attention_cleaned - train/accuracy__MAX","bert_attention - train/accuracy","bert_attention - train/accuracy__MIN","bert_attention - train/accuracy__MAX"
"1621","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1622","1","1","1","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"1623","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1624","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1625","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.71875","0.71875","0.71875","0.875","0.875","0.875","1","1","1"
"1626","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.6875","0.6875","0.6875"
"1627","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1628","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"1629","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"1630","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.6875","0.6875","0.6875"
"1631","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"1632","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","1","1","1"
"1633","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1634","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.6875","0.6875","0.6875","0.875","0.875","0.875"
"1635","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"1636","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1637","1","1","1","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1638","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1"
"1639","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.9375","0.9375","0.9375","1","1","1"
"1640","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1641","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","1","1","1"
"1642","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1643","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","1","1","1","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"1644","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1645","0.5625","0.5625","0.5625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1646","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1647","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","1","1","1"
"1648","1","1","1","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1649","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","1","1","1"
"1650","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1651","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"1652","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.75","0.75","0.75"
"1653","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1654","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1655","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1656","1","1","1","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.8125","0.8125","0.8125"
"1657","0.625","0.625","0.625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1658","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"1659","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1660","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"1661","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","1","1","1"
"1662","0.5625","0.5625","0.5625","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1663","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1664","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.90625","0.90625","0.90625","1","1","1"
"1665","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"1666","0.625","0.625","0.625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"1667","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.875","0.875","0.875","1","1","1"
"1668","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1669","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","1","1","1"
"1670","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"1671","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.75","0.75","0.75"
"1672","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1673","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"1674","1","1","1","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75"
"1675","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1676","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","1","1","1","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1677","1","1","1","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"1678","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1679","1","1","1","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.75","0.75","0.75"
"1680","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1681","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1682","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"1683","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1684","1","1","1","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1685","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1686","0.75","0.75","0.75","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"1687","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1688","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.96875","0.96875","0.96875","1","1","1"
"1689","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.90625","0.90625","0.90625","1","1","1"
"1690","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1691","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"1692","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","1","1","1"
"1693","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.71875","0.71875","0.71875","0.78125","0.78125","0.78125","1","1","1","1","1","1"
"1694","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","1","1","1"
"1695","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1696","0.875","0.875","0.875","1","1","1","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1697","0.625","0.625","0.625","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"1698","0.8125","0.8125","0.8125","1","1","1","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1699","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"1700","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875"
"1701","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"1702","0.6875","0.6875","0.6875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","1","1","1"
"1703","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"1704","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.96875","0.96875","0.96875","1","1","1"
"1705","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"1706","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","1","1","1"
"1707","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"1708","0.4375","0.4375","0.4375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.75","0.75","0.75","0.875","0.875","0.875"
"1709","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"1710","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.75","0.75","0.75"
"1711","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","1","1","1"
"1712","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","1","1","1"
"1713","0.75","0.75","0.75","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"1714","1","1","1","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"1715","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"1716","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.875","0.875","0.875","1","1","1"
"1717","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875"
"1718","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"1719","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.6875","0.6875","0.6875"
"1720","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"1721","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"1722","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1723","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1724","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"1725","1","1","1","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"1726","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"1727","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"1728","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1729","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"1730","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875"
"1731","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"1732","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"1733","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1734","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"1735","0.5","0.5","0.5","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.75","0.75","0.75"
"1736","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.9375","0.9375","0.9375","1","1","1"
"1737","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"1738","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
